	review_id	word_id	word	lemma	upos	xpos	head	deprel	lemma_index	label
1207	86	7	as	as	SCONJ	IN	11	mark	as_6	O
1208	86	8	it	it	PRON	PRP	13	nsubj	it_7	O
1209	86	9	does	do	AUX	VBZ	13	aux	do_8	O
1210	86	10	n't	not	PART	RB	13	advmod	not_9	O
1211	86	11	get	get	VERB	VB	6	advcl	get_10	O
1212	86	12	too	too	ADV	RB	13	advmod	too_11	O
1213	86	13	crowded	crowded	ADJ	JJ	11	xcomp	crowded_12	O
1214	86	14	and	and	CCONJ	CC	22	cc	and_13	O
1215	86	15	a	a	DET	DT	17	det	a_14	O
1216	86	16	singleminded	singlemind	VERB	VBN	17	amod	singlemind_15	O
1217	86	17	devotion	devotion	NOUN	NN	22	nsubj	devotion_16	O
1218	86	18	to	to	ADP	IN	21	case	to_17	O
1219	86	19	its	its	PRON	PRP$	21	nmod:poss	its_18	O
1220	86	20	chosen	choose	VERB	VBN	21	amod	choose_19	O
1221	86	21	cuisine	cuisine	NOUN	NN	17	nmod	cuisine_20	B
1222	86	22	make	make	VERB	VBP	3	parataxis	make_21	O
1223	86	1	Mare	mare	NOUN	NN	4	nsubj	mare_0	O
1224	86	2	a	a	DET	DT	4	det	a_1	O
1225	86	3	great	great	ADJ	JJ	4	amod	great_2	O
1226	86	4	choice	choice	NOUN	NN	0	root	choice_3	O
1227	86	5	for	for	ADP	IN	7	case	for_4	O
1228	86	6	seafood	seafood	NOUN	NN	7	compound	seafood_5	B
1229	86	7	lovers	lover	NOUN	NNS	4	nmod	lover_6	O
1230	86	8	.	.	PUNCT	.	4	punct	._7	O
1231	87	1	I	I	PRON	PRP	3	nsubj	I_0	O
1232	87	2	never	never	ADV	RB	3	advmod	never_1	O
1233	87	3	had	have	VERB	VBD	0	root	have_2	O
1234	87	4	an	a	DET	DT	5	det	a_3	O
1235	87	5	orange	orange	NOUN	NN	3	obj	orange_4	B
1236	87	6	do	do	VERB	VB	3	xcomp	do_5	I
1237	87	7	nut	nut	NOUN	NN	6	obj	nut_6	I
1238	87	8	before	before	ADV	RB	6	advmod	before_7	O
1239	87	9	so	so	ADV	RB	11	advmod	so_8	O
1240	87	10	I	I	PRON	PRP	11	nsubj	I_9	O
1241	87	11	gave	give	VERB	VBD	3	conj	give_10	O
1242	87	12	it	it	PRON	PRP	11	iobj	it_11	O
1243	87	13	a	a	DET	DT	14	det	a_12	O
1244	87	14	shot	shot	NOUN	NN	11	obj	shot_13	O
1245	87	15	.	.	PUNCT	.	3	punct	._14	O
1246	88	1	they	they	PRON	PRP	3	nsubj	they_0	O
1247	88	2	really	really	ADV	RB	3	advmod	really_1	O
1248	88	3	provide	provide	VERB	VBP	0	root	provide_2	O
1249	88	4	a	a	DET	DT	10	det	a_3	O
1250	88	5	relaxing	relax	NOUN	NN	10	compound	relax_4	O
1251	88	6	,	,	PUNCT	,	10	punct	,_5	O
1252	88	7	laid	lay	VERB	VBN	9	amod	lay_6	O
1253	88	8	-	-	PUNCT	HYPH	9	punct	#NAME?	O
1254	88	9	back	back	NOUN	NN	10	compound	back_8	O
1255	88	10	atmosphere	atmosphere	NOUN	NN	3	obj	atmosphere_9	B
1256	88	11	.	.	PUNCT	.	3	punct	._10	O
1257	89	1	This	this	DET	DT	3	det	this_0	O
1258	89	2	particular	particular	ADJ	JJ	3	amod	particular_1	O
1259	89	3	location	location	NOUN	NN	5	nsubj	location_2	O
1260	89	4	certainly	certainly	ADV	RB	5	advmod	certainly_3	O
1261	89	5	uses	use	VERB	VBZ	0	root	use_4	O
1262	89	6	substandard	substandard	ADJ	JJ	7	amod	substandard_5	O
1263	89	7	meats	meat	NOUN	NNS	5	obj	meat_6	B
1264	89	8	.	.	PUNCT	.	5	punct	._7	O
1265	90	1	I	I	PRON	PRP	2	nsubj	I_0	O
1266	90	2	stumbled	stumble	VERB	VBD	0	root	stumble_1	O
1267	90	3	upon	upon	ADP	IN	5	case	upon_2	O
1268	90	4	this	this	DET	DT	5	det	this_3	O
1269	90	5	resteraunt	resteraunt	NOUN	NN	2	obl	resteraunt_4	O
1270	90	6	on	on	ADP	IN	8	case	on_5	O
1271	90	7	my	my	PRON	PRP$	8	nmod:poss	my_6	O
1272	90	8	way	way	NOUN	NN	2	obl	way_7	O
1273	90	9	home	home	ADV	RB	2	advmod	home_8	O
1274	90	10	from	from	ADP	IN	12	case	from_9	O
1275	90	11	the	the	DET	DT	12	det	the_10	O
1276	90	12	subway	subway	NOUN	NN	2	obl	subway_11	O
1277	90	13	.	.	PUNCT	.	2	punct	._12	O
1278	91	1	The	the	DET	DT	2	det	the_0	O
1279	91	2	Management	management	NOUN	NN	6	nsubj	management_1	B
1280	91	3	was	be	AUX	VBD	6	cop	be_2	O
1281	91	4	less	less	ADJ	JJR	0	root	less_3	O
1282	91	5	than	than	ADP	IN	6	case	than_4	O
1283	91	6	accomodating	accommodating	ADJ	JJ	4	obl	accommodating_5	O
1284	91	7	.	.	PUNCT	.	6	punct	._6	O
1285	92	1	The	the	DET	DT	2	det	the_0	O
1286	92	2	ambience	ambience	NOUN	NN	6	nsubj:pass	ambience_1	B
1287	92	3	is	be	AUX	VBZ	6	aux:pass	be_2	O
1288	92	4	also	also	ADV	RB	6	advmod	also_3	O
1289	92	5	more	more	ADV	RBR	6	advmod	more_4	O
1290	92	6	laid	lay	VERB	VBN	0	root	lay_5	O
1291	92	7	-	-	PUNCT	HYPH	8	punct	#NAME?	O
1292	92	8	back	back	ADJ	JJ	6	xcomp	back_7	O
1293	92	9	and	and	CCONJ	CC	10	cc	and_8	O
1294	92	10	relaxed	relaxed	ADJ	JJ	8	conj	relaxed_9	O
1295	92	11	.	.	PUNCT	.	6	punct	._10	O
1296	93	1	the	the	DET	DT	2	det	the_0	O
1297	93	2	teas	teas	NOUN	NNS	4	nsubj	teas_1	B
1298	93	3	are	be	AUX	VBP	4	cop	be_2	O
1299	93	4	great	great	ADJ	JJ	0	root	great_3	O
1300	93	5	and	and	CCONJ	CC	10	cc	and_4	O
1301	93	6	all	all	DET	PDT	8	det:predet	all_5	O
1302	93	7	the	the	DET	DT	8	det	the_6	O
1303	93	8	sweets	sweet	NOUN	NNS	10	nsubj	sweet_7	B
1304	93	9	are	be	AUX	VBP	10	cop	be_8	O
1305	93	10	homemade	homemade	ADJ	JJ	4	conj	homemade_9	O
1306	93	11	.	.	PUNCT	.	4	punct	._10	O
1307	94	1	mojitos	mojito	NOUN	NNS	8	nsubj	mojito_0	B
1308	94	2	and	and	CCONJ	CC	4	cc	and_1	O
1309	94	3	the	the	DET	DT	4	det	the_2	O
1310	94	4	service	service	NOUN	NN	1	conj	service_3	B
1311	94	5	are	be	AUX	VBP	8	cop	be_4	O
1312	94	6	the	the	DET	DT	8	det	the_5	O
1313	94	7	best	best	ADJ	JJS	8	amod	best_6	O
1314	94	8	part	part	NOUN	NN	0	root	part_7	O
1315	94	9	in	in	ADP	IN	10	case	in_8	O
1316	94	10	there	there	ADV	RB	8	nmod	there_9	O
1317	95	1	Sandwiches	Sandwiches	NOUN	NNS	16	nsubj	Sandwiches_0	B
1318	95	2	,	,	PUNCT	,	3	punct	,_1	O
1319	95	3	burgers	burger	NOUN	NNS	1	conj	burger_2	B
1320	95	4	and	and	CCONJ	CC	5	cc	and_3	O
1321	95	5	salads	salad	NOUN	NNS	1	conj	salad_4	B
1322	95	6	,	,	PUNCT	,	1	punct	,_5	O
1323	95	7	like	like	ADP	IN	12	case	like_6	O
1324	95	8	the	the	DET	DT	12	det	the_7	O
1325	95	9	lemon	lemon	NOUN	NN	11	compound	lemon_8	B
1326	95	10	-	-	PUNCT	HYPH	11	punct	#NAME?	I
1327	95	11	dressed	dress	VERB	VBN	12	amod	dress_10	I
1328	95	12	cobb	cobb	NOUN	NN	1	nmod	cobb_11	I
1329	95	13	,	,	PUNCT	,	16	punct	,_12	O
1330	95	14	are	be	AUX	VBP	16	cop	be_13	O
1331	95	15	classic	classic	ADJ	JJ	16	amod	classic_14	O
1332	95	16	successes	success	NOUN	NNS	0	root	success_15	O
1333	95	17	.	.	PUNCT	.	16	punct	._16	O
1334	96	1	this	this	DET	DT	2	det	this_0	O
1335	96	2	restaurant	restaurant	NOUN	NN	5	nsubj	restaurant_1	O
1336	96	3	is	be	AUX	VBZ	5	cop	be_2	O
1337	96	4	absolutely	absolutely	ADV	RB	5	advmod	absolutely_3	O
1338	96	5	beautiful	beautiful	ADJ	JJ	0	root	beautiful_4	O
1339	96	6	.	.	PUNCT	.	5	punct	._5	O
1340	97	1	The	the	DET	DT	2	det	the_0	O
1341	97	2	design	design	NOUN	NN	5	nsubj	design_1	B
1342	97	3	is	be	AUX	VBZ	5	cop	be_2	O
1343	97	4	very	very	ADV	RB	5	advmod	very_3	O
1344	97	5	intimate	intimate	ADJ	JJ	0	root	intimate_4	O
1345	97	6	and	and	CCONJ	CC	7	cc	and_5	O
1346	97	7	romantic	romantic	ADJ	JJ	5	conj	romantic_6	O
1347	97	8	.	.	PUNCT	.	5	punct	._7	O
1348	98	1	The	the	DET	DT	2	det	the_0	O
1349	98	2	food	food	NOUN	NN	4	nsubj	food_1	B
1350	98	3	was	be	AUX	VBD	4	cop	be_2	O
1351	98	4	wonderful	wonderful	ADJ	JJ	0	root	wonderful_3	O
1352	98	5	and	and	CCONJ	CC	6	cc	and_4	O
1353	98	6	imaginative	imaginative	ADJ	JJ	4	conj	imaginative_5	O
1354	98	7	.	.	PUNCT	.	4	punct	._6	O
1355	99	1	The	the	DET	DT	2	det	the_0	O
1356	99	2	staff	staff	NOUN	NN	5	nsubj	staff_1	B
1357	99	3	is	be	AUX	VBZ	5	cop	be_2	O
1358	99	4	very	very	ADV	RB	5	advmod	very_3	O
1359	99	5	sharp	sharp	ADJ	JJ	0	root	sharp_4	O
1360	99	6	and	and	CCONJ	CC	8	cc	and_5	O
1361	99	7	they	they	PRON	PRP	8	nsubj	they_6	O
1362	99	8	look	look	VERB	VBP	5	conj	look_7	O
1363	99	9	good	good	ADJ	JJ	8	xcomp	good_8	O
1364	99	10	too	too	ADV	RB	8	advmod	too_9	O
1365	99	11	.	.	PUNCT	.	5	punct	._10	O
1366	100	1	The	the	DET	DT	2	det	the_0	O
1367	100	2	worst	worst	ADJ	JJS	6	nsubj	worst_1	O
1368	100	3	though	though	ADV	RB	6	advmod	though_2	O
1369	100	4	was	be	AUX	VBD	6	cop	be_3	O
1370	100	5	the	the	DET	DT	6	det	the_4	O
1371	100	6	taste	taste	NOUN	NN	0	root	taste_5	B
1372	100	7	.	.	PUNCT	.	6	punct	._6	O
1373	101	1	They	they	PRON	PRP	3	nsubj	they_0	O
1374	101	2	were	be	AUX	VBD	3	cop	be_1	O
1375	101	3	dry	dry	ADJ	JJ	0	root	dry_2	O
1376	101	4	,	,	PUNCT	,	5	punct	,_3	O
1377	101	5	stale	stale	ADJ	JJ	3	conj	stale_4	O
1378	101	6	and	and	CCONJ	CC	8	cc	and_5	O
1379	101	7	pretty	pretty	ADV	RB	8	advmod	pretty_6	O
1380	101	8	flavorless	flavorless	ADJ	JJ	3	conj	flavorless_7	O
1381	101	9	.	.	PUNCT	.	3	punct	._8	O
1382	102	1	The	the	DET	DT	2	det	the_0	O
1383	102	2	fajita	fajita	NOUN	NN	6	nsubj	fajita_1	B
1384	102	3	we	we	PRON	PRP	4	nsubj	we_2	O
1385	102	4	tried	try	VERB	VBD	2	acl:relcl	try_3	O
1386	102	5	was	be	AUX	VBD	6	cop	be_4	O
1387	102	6	tasteless	tasteless	ADJ	JJ	0	root	tasteless_5	O
1388	102	7	and	and	CCONJ	CC	8	cc	and_6	O
1389	102	8	burned	burn	VERB	VBD	6	conj	burn_7	O
1390	102	9	and	and	CCONJ	CC	16	cc	and_8	O
1391	102	10	the	the	DET	DT	12	det	the_9	O
1392	102	11	mole	mole	NOUN	NN	12	compound	mole_10	B
1393	102	12	sauce	sauce	NOUN	NN	16	nsubj	sauce_11	I
1394	102	13	was	be	AUX	VBD	16	cop	be_12	O
1395	102	14	way	way	ADV	RB	16	advmod	way_13	O
1396	102	15	too	too	ADV	RB	16	advmod	too_14	O
1397	102	16	sweet	sweet	ADJ	JJ	6	conj	sweet_15	O
1398	102	17	.	.	PUNCT	.	6	punct	._16	O
1399	103	1	Stay	stay	VERB	VB	0	root	stay_0	O
1400	103	2	with	with	ADP	IN	5	case	with_1	O
1401	103	3	the	the	DET	DT	5	det	the_2	O
1402	103	4	roasted	roast	VERB	VBN	5	amod	roast_3	B
1403	103	5	chickens	chicken	NOUN	NNS	1	obl	chicken_4	I
1404	103	6	and	and	CCONJ	CC	10	cc	and_5	O
1405	103	7	you	you	PRON	PRP	10	nsubj	you_6	O
1406	103	8	'll	will	AUX	MD	10	aux	will_7	O
1407	103	9	be	be	AUX	VB	10	cop	be_8	O
1408	103	10	fine	fine	ADJ	JJ	1	conj	fine_9	O
1409	103	11	.	.	PUNCT	.	1	punct	._10	O
1410	104	1	The	the	DET	DT	2	det	the_0	O
1411	104	2	atmosphere	atmosphere	NOUN	NN	4	nsubj	atmosphere_1	B
1412	104	3	is	be	AUX	VBZ	4	cop	be_2	O
1413	104	4	warm	warm	ADJ	JJ	0	root	warm_3	O
1414	104	5	,	,	PUNCT	,	6	punct	,_4	O
1415	104	6	comfortable	comfortable	ADJ	JJ	4	conj	comfortable_5	O
1416	104	7	,	,	PUNCT	,	8	punct	,_6	O
1417	104	8	artsy	artsy	ADJ	JJ	4	conj	artsy_7	O
1418	104	9	and	and	CCONJ	CC	10	cc	and_8	O
1419	104	10	sexy	sexy	ADJ	JJ	4	conj	sexy_9	O
1420	104	11	.	.	PUNCT	.	4	punct	._10	O
1421	105	1	The	the	DET	DT	2	det	the_0	O
1422	105	2	food	food	NOUN	NN	4	nsubj	food_1	B
1423	105	3	is	be	AUX	VBZ	4	cop	be_2	O
1424	105	4	great	great	ADJ	JJ	0	root	great_3	O
1425	105	5	(	(	PUNCT	-LRB-	7	punct	(_4	O
1426	105	6	big	big	ADJ	JJ	7	amod	big_5	O
1427	105	7	selection	selection	NOUN	NN	4	parataxis	selection_6	B
1428	105	8	,	,	PUNCT	,	10	punct	,_7	O
1429	105	9	reasonable	reasonable	ADJ	JJ	10	amod	reasonable_8	O
1430	105	10	prices	price	NOUN	NNS	7	conj	price_9	B
1431	105	11	)	)	PUNCT	-RRB-	7	punct	)_10	O
1432	105	12	and	and	CCONJ	CC	17	cc	and_11	O
1433	105	13	the	the	DET	DT	14	det	the_12	O
1434	105	14	drinks	drink	NOUN	NNS	17	nsubj	drink_13	B
1435	105	15	are	be	AUX	VBP	17	cop	be_14	O
1436	105	16	really	really	ADV	RB	17	advmod	really_15	O
1437	105	17	good	good	ADJ	JJ	4	conj	good_16	O
1438	105	18	.	.	PUNCT	.	4	punct	._17	O
1439	106	1	The	the	DET	DT	2	det	the_0	O
1440	106	2	steak	steak	NOUN	NN	3	nsubj	steak_1	B
1441	106	3	melted	melt	VERB	VBD	0	root	melt_2	O
1442	106	4	in	in	ADP	IN	6	case	in_3	O
1443	106	5	my	my	PRON	PRP$	6	nmod:poss	my_4	O
1444	106	6	mouth	mouth	NOUN	NN	3	obl	mouth_5	O
1445	106	7	.	.	PUNCT	.	3	punct	._6	O
1446	107	1	The	the	DET	DT	2	det	the_0	O
1447	107	2	food	food	NOUN	NN	4	nsubj	food_1	B
1448	107	3	did	do	AUX	VBD	4	aux	do_2	O
1449	107	4	take	take	VERB	VB	0	root	take_3	O
1450	107	5	a	a	DET	DT	8	det	a_4	O
1451	107	6	few	few	ADJ	JJ	8	amod	few_5	O
1452	107	7	extra	extra	ADJ	JJ	8	amod	extra_6	O
1453	107	8	minutes	minute	NOUN	NNS	4	obj	minute_7	O
1454	107	9	to	to	PART	TO	10	mark	to_8	O
1455	107	10	come	come	VERB	VB	4	advcl	come_9	O
1456	107	11	,	,	PUNCT	,	20	punct	,_10	O
1457	107	12	but	but	CCONJ	CC	20	cc	but_11	O
1458	107	13	the	the	DET	DT	15	det	the_12	O
1459	107	14	cute	cute	ADJ	JJ	15	amod	cute_13	O
1460	107	15	waiters	waiter	NOUN	NNS	17	nmod:poss	waiter_14	B
1461	107	16	'	's	PART	POS	15	case	's_15	O
1462	107	17	jokes	joke	NOUN	NNS	20	nsubj	joke_16	O
1463	107	18	and	and	CCONJ	CC	19	cc	and_17	O
1464	107	19	friendliness	friendliness	NOUN	NN	17	conj	friendliness_18	O
1465	107	20	made	make	VERB	VBD	4	conj	make_19	O
1466	107	21	up	up	ADP	RP	20	compound:prt	up_20	O
1467	107	22	for	for	ADP	IN	23	case	for_21	O
1468	107	23	it	it	PRON	PRP	20	obl	it_22	O
1469	107	24	.	.	PUNCT	.	4	punct	._23	O
1470	108	1	Most	most	ADV	RBS	2	advmod	most_0	O
1471	108	2	importantly	importantly	ADV	RB	7	advmod	importantly_1	O
1472	108	3	,	,	PUNCT	,	7	punct	,_2	O
1473	108	4	it	it	PRON	PRP	7	nsubj	it_3	O
1474	108	5	is	be	AUX	VBZ	7	cop	be_4	O
1475	108	6	reasonably	reasonably	ADV	RB	7	advmod	reasonably_5	O
1476	108	7	priced	priced	ADJ	JJ	0	root	priced_6	B
1477	108	8	.	.	PUNCT	.	7	punct	._7	O
1478	109	1	The	the	DET	DT	2	det	the_0	O
1479	109	2	selection	selection	NOUN	NN	6	nsubj	selection_1	B
1480	109	3	of	of	ADP	IN	4	case	of_2	I
1481	109	4	food	food	NOUN	NN	2	nmod	food_3	I
1482	109	5	is	be	AUX	VBZ	6	cop	be_4	O
1483	109	6	excellent	excellent	ADJ	JJ	0	root	excellent_5	O
1484	109	7	(	(	PUNCT	-LRB-	11	punct	(_6	O
1485	109	8	I	I	PRON	PRP	11	nsubj:pass	I_7	O
1486	109	9	'm	be	AUX	VBP	11	aux:pass	be_8	O
1487	109	10	not	not	PART	RB	11	advmod	not_9	O
1488	109	11	used	use	VERB	VBN	6	parataxis	use_10	O
1489	109	12	to	to	SCONJ	IN	13	mark	to_11	O
1490	109	13	having	have	VERB	VBG	11	advcl	have_12	O
1491	109	14	much	much	ADJ	JJ	15	amod	much_13	O
1492	109	15	choice	choice	NOUN	NN	13	obj	choice_14	O
1493	109	16	at	at	ADP	IN	17	case	at_15	O
1494	109	17	restaurants	restaurant	NOUN	NNS	15	nmod	restaurant_16	O
1495	109	18	)	)	PUNCT	-RRB-	11	punct	)_17	O
1496	109	19	,	,	PUNCT	,	24	punct	,_18	O
1497	109	20	and	and	CCONJ	CC	24	cc	and_19	O
1498	109	21	the	the	DET	DT	22	det	the_20	O
1499	109	22	atmosphere	atmosphere	NOUN	NN	24	nsubj	atmosphere_21	B
1500	109	23	is	be	AUX	VBZ	24	cop	be_22	O
1501	109	24	great	great	ADJ	JJ	6	conj	great_23	O
1502	109	25	.	.	PUNCT	.	6	punct	._24	O
1503	110	1	Only	only	ADJ	JJ	2	amod	only_0	O
1504	110	2	suggestion	suggestion	NOUN	NN	3	nsubj	suggestion_1	O
1505	110	3	is	be	VERB	VBZ	0	root	be_2	O
1506	110	4	that	that	SCONJ	IN	6	mark	that_3	O
1507	110	5	you	you	PRON	PRP	6	nsubj	you_4	O
1508	110	6	skip	skip	VERB	VBP	3	ccomp	skip_5	O
1509	110	7	the	the	DET	DT	8	det	the_6	O
1510	110	8	dessert	dessert	NOUN	NN	6	obj	dessert_7	B
1511	110	9	,	,	PUNCT	,	3	punct	,_8	O
1512	110	10	it	it	PRON	PRP	12	nsubj	it_9	O
1513	110	11	was	be	AUX	VBD	12	cop	be_10	O
1514	110	12	overpriced	overpriced	ADJ	JJ	6	parataxis	overpriced_11	O
1515	110	13	and	and	CCONJ	CC	14	cc	and_12	O
1516	110	14	fell	fall	VERB	VBD	12	conj	fall_13	O
1517	110	15	short	short	ADJ	JJ	14	xcomp	short_14	O
1518	110	16	on	on	ADP	IN	17	case	on_15	O
1519	110	17	taste	taste	NOUN	NN	14	obl	taste_16	B
1520	110	18	.	.	PUNCT	.	3	punct	._17	O
1521	111	1	Food	food	NOUN	NN	3	nsubj	food_0	B
1522	111	2	was	be	AUX	VBD	3	cop	be_1	O
1523	111	3	decent	decent	ADJ	JJ	0	root	decent_2	O
1524	111	4	,	,	PUNCT	,	7	punct	,_3	O
1525	111	5	but	but	CCONJ	CC	7	cc	but_4	O
1526	111	6	not	not	ADV	RB	7	advmod	not_5	O
1527	111	7	great	great	ADJ	JJ	3	conj	great_6	O
1528	111	8	.	.	PUNCT	.	3	punct	._7	O
1529	112	1	I	I	PRON	PRP	2	nsubj	I_0	O
1530	112	2	have	have	VERB	VBP	0	root	have_1	O
1531	112	3	no	no	DET	DT	4	det	no_2	O
1532	112	4	idea	idea	NOUN	NN	2	obj	idea_3	O
1533	112	5	why	why	ADV	WRB	11	advmod	why_4	O
1534	112	6	this	this	DET	DT	7	det	this_5	O
1535	112	7	restaurant	restaurant	NOUN	NN	11	nsubj:pass	restaurant_6	O
1536	112	8	is	be	AUX	VBZ	11	aux:pass	be_7	O
1537	112	9	so	so	ADV	RB	10	advmod	so_8	O
1538	112	10	often	often	ADV	RB	11	advmod	often_9	O
1539	112	11	overlooked	overlook	VERB	VBN	4	acl	overlook_10	O
1540	112	12	.	.	PUNCT	.	2	punct	._11	O
1541	113	1	From	from	ADP	IN	3	case	from_0	O
1542	113	2	the	the	DET	DT	3	det	the_1	O
1543	113	3	moment	moment	NOUN	NN	9	obl	moment_2	O
1544	113	4	you	you	PRON	PRP	5	nsubj	you_3	O
1545	113	5	walk	walk	VERB	VBP	3	acl:relcl	walk_4	O
1546	113	6	in	in	ADV	RB	5	advmod	in_5	O
1547	113	7	,	,	PUNCT	,	9	punct	,_6	O
1548	113	8	you	you	PRON	PRP	9	nsubj	you_7	O
1549	113	9	feel	feel	VERB	VBP	0	root	feel_8	O
1550	113	10	like	like	SCONJ	IN	16	mark	like_9	O
1551	113	11	you	you	PRON	PRP	16	nsubj	you_10	O
1552	113	12	're	be	AUX	VBP	16	cop	be_11	O
1553	113	13	in	in	ADP	IN	16	case	in_12	O
1554	113	14	the	the	DET	DT	16	det	the_13	O
1555	113	15	perfect	perfect	ADJ	JJ	16	amod	perfect_14	O
1556	113	16	place	place	NOUN	NN	9	advcl	place_15	O
1557	113	17	.	.	PUNCT	.	9	punct	._16	O
1558	114	1	i	i	PRON	PRP	4	nsubj	i_0	O
1559	114	2	do	do	AUX	VBP	4	aux	do_1	O
1560	114	3	nt	not	PART	RB	4	advmod	not_2	O
1561	114	4	know	know	VERB	VB	0	root	know_3	O
1562	114	5	what	what	DET	WDT	7	det	what_4	O
1563	114	6	some	some	DET	DT	7	det	some_5	O
1564	114	7	people	people	NOUN	NNS	15	nsubj	people_6	O
1565	114	8	who	who	PRON	WP	9	nsubj	who_7	O
1566	114	9	rave	rave	VERB	VBP	7	acl:relcl	rave_8	O
1567	114	10	about	about	ADP	IN	13	case	about_9	O
1568	114	11	this	this	DET	DT	13	det	this_10	O
1569	114	12	hot	hot	ADJ	JJ	13	amod	hot_11	B
1570	114	13	dog	dog	NOUN	NN	9	obl	dog_12	I
1571	114	14	are	be	AUX	VBP	15	aux	be_13	O
1572	114	15	talking	talk	VERB	VBG	4	ccomp	talk_14	O
1573	114	16	about	about	ADP	IN	15	obl	about_15	O
1574	114	17	.	.	PUNCT	.	4	punct	._16	O
1575	115	1	it	it	PRON	PRP	5	nsubj	it_0	O
1576	115	2	is	be	AUX	VBZ	5	cop	be_1	O
1577	115	3	a	a	DET	DT	5	det	a_2	O
1578	115	4	hidden	hidden	ADJ	JJ	5	amod	hidden_3	O
1579	115	5	delight	delight	NOUN	NN	0	root	delight_4	O
1580	115	6	complete	complete	ADJ	JJ	5	amod	complete_5	O
1581	115	7	with	with	ADP	IN	10	case	with_6	O
1582	115	8	a	a	DET	DT	10	det	a_7	O
1583	115	9	quaint	quaint	ADJ	JJ	10	amod	quaint_8	O
1584	115	10	bar	bar	NOUN	NN	6	obl	bar_9	B
1585	115	11	and	and	CCONJ	CC	13	cc	and_10	O
1586	115	12	good	good	ADJ	JJ	13	amod	good_11	O
1587	115	13	food	food	NOUN	NN	10	conj	food_12	B
1588	115	14	.	.	PUNCT	.	5	punct	._13	O
1589	116	1	I	I	PRON	PRP	2	nsubj	I_0	O
1590	116	2	find	find	VERB	VBP	0	root	find_1	O
1591	116	3	that	that	SCONJ	IN	8	mark	that_2	O
1592	116	4	most	most	ADJ	JJS	6	amod	most_3	O
1593	116	5	Kosher	kosher	ADJ	JJ	6	amod	kosher_4	O
1594	116	6	restaurants	restaurant	NOUN	NNS	8	nsubj	restaurant_5	O
1595	116	7	are	be	AUX	VBP	8	cop	be_6	O
1596	116	8	average	average	ADJ	JJ	2	ccomp	average_7	O
1597	116	9	to	to	ADP	IN	10	case	to_8	O
1598	116	10	good	good	ADJ	JJ	8	obl	good_9	O
1599	116	11	,	,	PUNCT	,	17	punct	,_10	O
1600	116	12	but	but	CCONJ	CC	17	cc	but_11	O
1601	116	13	this	this	PRON	DT	17	nsubj	this_12	O
1602	116	14	has	have	AUX	VBZ	17	aux	have_13	O
1603	116	15	been	be	AUX	VBN	17	cop	be_14	O
1604	116	16	the	the	DET	DT	17	det	the_15	O
1605	116	17	best	best	ADJ	JJS	2	conj	best_16	O
1606	116	18	I	I	PRON	PRP	20	nsubj	I_17	O
1607	116	19	've	have	AUX	VBP	20	aux	have_18	O
1608	116	20	eaten	eat	VERB	VBN	17	acl:relcl	eat_19	O
1609	116	21	so	so	ADV	RB	22	advmod	so_20	O
1610	116	22	far	far	ADV	RB	20	advmod	far_21	O
1611	116	23	.	.	PUNCT	.	2	punct	._22	O
1612	117	1	The	the	DET	DT	2	det	the_0	O
1613	117	2	waiters	waiter	NOUN	NNS	4	nsubj	waiter_1	B
1614	117	3	ALWAYS	always	ADV	RB	4	advmod	always_2	O
1615	117	4	look	look	VERB	VBP	0	root	look_3	O
1616	117	5	angry	angry	ADJ	JJ	4	xcomp	angry_4	O
1617	117	6	and	and	CCONJ	CC	8	cc	and_5	O
1618	117	7	even	even	ADV	RB	8	advmod	even_6	O
1619	117	8	ignore	ignore	VERB	VBP	4	conj	ignore_7	O
1620	117	9	their	they	PRON	PRP$	13	nmod:poss	they_8	O
1621	117	10	high	high	ADJ	JJ	12	amod	high_9	O
1622	117	11	-	-	PUNCT	HYPH	12	punct	#NAME?	O
1623	117	12	tipping	tipping	NOUN	NN	13	compound	tipping_11	O
1624	117	13	regulars	regular	NOUN	NNS	8	obj	regular_12	O
1625	117	14	.	.	PUNCT	.	4	punct	._13	O
1626	118	1	the	the	DET	DT	2	det	the_0	O
1627	118	2	atmosphere	atmosphere	NOUN	NN	5	nsubj	atmosphere_1	B
1628	118	3	is	be	AUX	VBZ	5	cop	be_2	O
1629	118	4	very	very	ADV	RB	5	advmod	very_3	O
1630	118	5	nice	nice	ADJ	JJ	0	root	nice_4	O
1631	118	6	,	,	PUNCT	,	10	punct	,_5	O
1632	118	7	and	and	CCONJ	CC	10	cc	and_6	O
1633	118	8	a	a	DET	DT	10	det	a_7	O
1634	118	9	welcome	welcome	ADJ	JJ	10	amod	welcome_8	O
1635	118	10	escape	escape	NOUN	NN	5	conj	escape_9	O
1636	118	11	from	from	ADP	IN	13	case	from_10	O
1637	118	12	the	the	DET	DT	13	det	the_11	O
1638	118	13	rest	rest	NOUN	NN	10	nmod	rest_12	O
1639	118	14	of	of	ADP	IN	17	case	of_13	O
1640	118	15	the	the	DET	DT	17	det	the_14	O
1641	118	16	SI	si	NOUN	NN	17	compound	si_15	O
1642	118	17	mall	mall	NOUN	NN	13	nmod	mall_16	O
1643	118	18	.	.	PUNCT	.	5	punct	._17	O
1644	119	1	Yes	yes	INTJ	UH	8	discourse	yes_0	O
