review_id	word_id	word	lemma	upos	xpos	head	deprel	lemma_index	label
526	16	)	)	PUNCT	-RRB-	10	punct	)_15	O
526	17	,	,	PUNCT	,	21	punct	,_16	O
526	18	and	and	CCONJ	CC	21	cc	and_17	O
526	19	the	the	DET	DT	20	det	the_18	O
526	20	service	service	NOUN	NN	21	nsubj	service_19	B
526	21	turns	turn	VERB	VBZ	4	conj	turn_20	O
526	22	from	from	ADP	IN	24	case	from_21	O
526	23	a	a	DET	DT	24	det	a_22	O
526	24	nightmare	nightmare	NOUN	NN	21	obl	nightmare_23	O
526	25	to	to	ADP	IN	26	case	to_24	O
526	26	attentive	attentive	ADJ	JJ	24	nmod	attentive_25	O
526	27	,	,	PUNCT	,	4	punct	,_26	O
526	28	they	they	PRON	PRP	31	nsubj	they_27	O
526	29	sort	sort	ADV	RB	30	advmod	sort_28	O
526	30	of	of	ADV	RB	31	advmod	of_29	O
526	31	remind	remind	VERB	VBP	4	parataxis	remind_30	O
526	32	me	I	PRON	PRP	31	obj	I_31	O
526	33	of	of	ADP	IN	36	case	of_32	O
526	34	the	the	DET	DT	36	det	the_33	O
526	35	NY	NY	PROPN	NNP	36	compound	NY_34	O
526	36	Yankees	Yankees	PROPN	NNPS	31	obl	Yankees_35	O
526	37	of	of	ADP	IN	40	case	of_36	O
526	38	the	the	DET	DT	40	det	the_37	O
526	39	late	late	ADJ	JJ	40	amod	late_38	O
526	40	90's	90'	NOUN	NNS	36	nmod	90'_39	O
526	41	,	,	PUNCT	,	31	punct	,_40	O
526	42	no	no	ADV	RB	43	advmod	no_41	O
526	43	matter	matter	ADV	RB	50	advmod	matter_42	O
526	44	how	how	ADV	WRB	45	advmod	how_43	O
526	45	bad	bad	ADJ	JJ	47	advmod	bad_44	O
526	46	it	it	PRON	PRP	47	nsubj	it_45	O
526	47	look	look	VERB	VBP	43	advcl	look_46	O
526	48	,	,	PUNCT	,	50	punct	,_47	O
526	49	you	you	PRON	PRP	50	nsubj	you_48	O
526	50	knew	know	VERB	VBD	4	parataxis	know_49	O
526	51	that	that	SCONJ	IN	53	mark	that_50	O
526	52	there	there	PRON	EX	53	expl	there_51	O
526	53	was	be	VERB	VBD	50	ccomp	be_52	O
526	54	a	a	DET	DT	55	det	a_53	O
526	55	rally	rally	NOUN	NN	53	nsubj	rally_54	O
526	56	just	just	ADV	RB	59	advmod	just_55	O
526	57	around	around	ADP	IN	59	case	around_56	O
526	58	the	the	DET	DT	59	det	the_57	O
526	59	corner	corner	NOUN	NN	55	nmod	corner_58	O
526	60	...	...	PUNCT	.	4	punct	..._59	O
527	1	As	as	SCONJ	IN	5	mark	as_0	O
527	2	many	many	ADJ	JJ	4	amod	many_1	O
527	3	other	other	ADJ	JJ	4	amod	other_2	O
527	4	reviewers	reviewer	NOUN	NNS	5	nsubj	reviewer_3	O
527	5	noticed	notice	VERB	VBD	11	advcl	notice_4	O
527	6	,	,	PUNCT	,	11	punct	,_5	O
527	7	your	you	PRON	PRP$	8	nmod:poss	you_6	O
527	8	order	order	NOUN	NN	11	nsubj	order_7	O
527	9	is	be	AUX	VBZ	11	cop	be_8	O
527	10	often	often	ADV	RB	11	advmod	often_9	O
527	11	slow	slow	ADJ	JJ	0	root	slow_10	O
527	12	to	to	PART	TO	13	mark	to_11	O
527	13	arrive	arrive	VERB	VB	11	ccomp	arrive_12	O
527	14	-	-	PUNCT	,	11	punct	-_13	O
527	15	this	this	PRON	DT	18	nsubj	this_14	O
527	16	is	be	AUX	VBZ	18	cop	be_15	O
527	17	particularly	particularly	ADV	RB	18	advmod	particularly_16	O
527	18	true	true	ADJ	JJ	11	parataxis	true_17	O
527	19	in	in	ADP	IN	21	case	in_18	O
527	20	the	the	DET	DT	21	det	the_19	O
527	21	evening	evening	NOUN	NN	18	obl	evening_20	O
527	22	but	but	CCONJ	CC	26	cc	but_21	O
527	23	is	be	AUX	VBZ	26	cop	be_22	O
527	24	not	not	PART	RB	26	advmod	not_23	O
527	25	a	a	DET	DT	26	det	a_24	O
527	26	problem	problem	NOUN	NN	18	conj	problem_25	O
527	27	during	during	ADP	IN	29	case	during_26	O
527	28	lunch	lunch	NOUN	NN	29	compound	lunch_27	O
527	29	time	time	NOUN	NN	26	nmod	time_28	O
527	30	.	.	PUNCT	.	11	punct	._29	O
528	1	I	I	PRON	PRP	2	nsubj	I_0	O
528	2	found	find	VERB	VBD	0	root	find_1	O
528	3	the	the	DET	DT	4	det	the_2	O
528	4	food	food	NOUN	NN	2	obj	food_3	B
528	5	to	to	PART	TO	7	mark	to_4	O
528	6	be	be	AUX	VB	7	cop	be_5	O
528	7	outstanding	outstanding	ADJ	JJ	2	xcomp	outstanding_6	O
528	8	,	,	PUNCT	,	2	punct	,_7	O
528	9	particulary	particulary	ADV	RB	12	advmod	particulary_8	O
528	10	the	the	DET	DT	12	det	the_9	O
528	11	salmon	salmon	NOUN	NN	12	compound	salmon_10	B
528	12	dish	dish	NOUN	NN	2	parataxis	dish_11	I
528	13	I	I	PRON	PRP	14	nsubj	I_12	O
528	14	had	have	VERB	VBD	12	acl:relcl	have_13	O
528	15	.	.	PUNCT	.	2	punct	._14	O
529	1	Mizu	Mizu	PROPN	NNP	3	nsubj	Mizu_0	O
529	2	is	be	AUX	VBZ	3	cop	be_1	O
529	3	home	home	ADV	RB	0	root	home_2	O
529	4	to	to	ADP	IN	8	case	to_3	O
529	5	creative	creative	ADJ	JJ	8	amod	creative_4	O
529	6	and	and	CCONJ	CC	7	cc	and_5	O
529	7	unique	unique	ADJ	JJ	5	conj	unique_6	O
529	8	rolls	roll	NOUN	NNS	3	obl	roll_7	B
529	9	not	not	ADV	RB	11	advmod	not_8	O
529	10	to	to	PART	TO	11	mark	to_9	O
529	11	found	find	VERB	VB	3	advcl	find_10	O
529	12	anywhere	anywhere	ADV	RB	11	advmod	anywhere_11	O
529	13	else	else	ADJ	JJ	12	amod	else_12	O
529	14	.	.	PUNCT	.	3	punct	._13	O
530	1	The	the	DET	DT	4	det	the_0	O
530	2	New	New	PROPN	NNP	3	compound	New_1	O
530	3	York	York	PROPN	NNP	4	compound	York_2	O
530	4	Times	Times	PROPN	NNP	6	nsubj	Times_3	O
530	5	has	have	AUX	VBZ	6	aux	have_4	O
530	6	reviewed	review	VERB	VBN	0	root	review_5	O
530	7	this	this	DET	DT	8	det	this_6	O
530	8	place	place	NOUN	NN	6	obj	place_7	O
530	9	three	three	NUM	CD	10	nummod	three_8	O
530	10	times	time	NOUN	NNS	11	obl:npmod	time_9	O
530	11	already	already	ADV	RB	6	advmod	already_10	O
530	12	,	,	PUNCT	,	6	punct	,_11	O
530	13	you	you	PRON	PRP	14	nsubj	you_12	O
530	14	know	know	VERB	VBP	6	parataxis	know_13	O
530	15	it	it	PRON	PRP	17	nsubj	it_14	O
530	16	's	be	AUX	VBZ	17	aux	be_15	O
530	17	going	go	VERB	VBG	14	ccomp	go_16	O
530	18	to	to	PART	TO	20	mark	to_17	O
530	19	be	be	AUX	VB	20	cop	be_18	O
530	20	good	good	ADJ	JJ	17	xcomp	good_19	O
530	21	.	.	PUNCT	.	6	punct	._20	O
531	1	Baluchi	Baluchi	PROPN	NNP	3	nsubj	Baluchi_0	O
531	2	's	's	PART	POS	1	case	's_1	O
531	3	has	have	VERB	VBZ	0	root	have_2	O
531	4	solid	solid	ADJ	JJ	5	amod	solid_3	O
531	5	food	food	NOUN	NN	3	obj	food_4	B
531	6	and	and	CCONJ	CC	9	cc	and_5	O
531	7	a	a	DET	DT	9	det	a_6	O
531	8	nice	nice	ADJ	JJ	9	amod	nice_7	O
531	9	decor	decor	NOUN	NN	5	conj	decor_8	B
531	10	at	at	ADP	IN	12	case	at_9	O
531	11	reasonable	reasonable	ADJ	JJ	12	amod	reasonable_10	O
531	12	prices	price	NOUN	NNS	9	nmod	price_11	B
531	13	.	.	PUNCT	.	3	punct	._12	O
532	1	Emilio	Emilio	PROPN	NNP	8	nsubj	Emilio_0	O
532	2	,	,	PUNCT	,	1	punct	,_1	O
532	3	the	the	DET	DT	4	det	the_2	O
532	4	owner	owner	NOUN	NN	1	appos	owner_3	B
532	5	,	,	PUNCT	,	8	punct	,_4	O
532	6	is	be	AUX	VBZ	8	aux	be_5	O
532	7	often	often	ADV	RB	8	advmod	often_6	O
532	8	sitting	sit	VERB	VBG	0	root	sit_7	O
532	9	in	in	ADP	IN	14	case	in_8	O
532	10	the	the	DET	DT	14	det	the_9	O
532	11	front	front	ADJ	JJ	12	amod	front_10	O
532	12	table	table	NOUN	NN	14	compound	table_11	O
532	13	greeting	greeting	NOUN	NN	14	compound	greeting_12	O
532	14	guests	guest	NOUN	NNS	8	obl	guest_13	O
532	15	as	as	SCONJ	IN	17	mark	as_14	O
532	16	they	they	PRON	PRP	17	nsubj	they_15	O
532	17	come	come	VERB	VBP	8	advcl	come_16	O
532	18	and	and	CCONJ	CC	19	cc	and_17	O
532	19	go	go	VERB	VBP	17	conj	go_18	O
532	20	.	.	PUNCT	.	8	punct	._19	O
533	1	I	I	PRON	PRP	5	nsubj	I_0	O
533	2	have	have	AUX	VBP	5	aux	have_1	O
533	3	been	be	AUX	VBN	5	cop	be_2	O
533	4	to	to	PART	TO	5	mark	to_3	O
533	5	spice	spice	VERB	VB	0	root	spice_4	O
533	6	three	three	NUM	CD	7	nummod	three_5	O
533	7	times	time	NOUN	NNS	5	obl:tmod	time_6	O
533	8	-	-	PUNCT	,	5	punct	-_7	O
533	9	twice	twice	ADV	RB	11	advmod	twice_8	O
533	10	during	during	ADP	IN	11	case	during_9	O
533	11	lunch	lunch	NOUN	NN	5	obl	lunch_10	B
533	12	and	and	CCONJ	CC	13	cc	and_11	O
533	13	once	once	ADV	RB	11	conj	once_12	O
533	14	at	at	ADP	IN	15	case	at_13	O
533	15	dinner	dinner	NOUN	NN	13	obl	dinner_14	B
533	16	.	.	PUNCT	.	5	punct	._15	O
534	1	Moules	moule	NOUN	NNS	3	nsubj	moule_0	B
534	2	were	be	AUX	VBD	3	cop	be_1	O
534	3	excellent	excellent	ADJ	JJ	0	root	excellent_2	O
534	4	,	,	PUNCT	,	3	punct	,_3	O
534	5	lobster	lobster	NOUN	NN	6	compound	lobster_4	B
534	6	ravioli	ravioli	NOUN	NN	9	nsubj	ravioli_5	I
534	7	was	be	AUX	VBD	9	cop	be_6	O
534	8	VERY	very	ADV	RB	9	advmod	very_7	O
534	9	salty	salty	ADJ	JJ	3	conj	salty_8	O
534	10	!	!	PUNCT	.	3	punct	!_9	O
535	1	I	I	PRON	PRP	2	nsubj	I_0	O
535	2	came	come	VERB	VBD	0	root	come_1	O
535	3	to	to	ADP	IN	5	case	to_2	O
535	4	this	this	DET	DT	5	det	this_3	O
535	5	restaurant	restaurant	NOUN	NN	2	obl	restaurant_4	O
535	6	expecting	expect	VERB	VBG	5	acl	expect_5	O
535	7	to	to	PART	TO	9	mark	to_6	O
535	8	be	be	AUX	VB	9	cop	be_7	O
535	9	surprised	surprised	ADJ	JJ	6	xcomp	surprised_8	O
535	10	but	but	CCONJ	CC	11	cc	but_9	O
535	11	left	leave	VERB	VBD	2	conj	leave_10	O
535	12	bored	bored	ADJ	JJ	11	xcomp	bored_11	O
535	13	and	and	CCONJ	CC	14	cc	and_12	O
535	14	overcharged	overcharge	VERB	VBN	12	conj	overcharge_13	O
535	15	.	.	PUNCT	.	2	punct	._14	O
536	1	A	a	DET	DT	3	det	a_0	O
536	2	cheap	cheap	ADJ	JJ	3	amod	cheap_1	O
536	3	eat	eat	NOUN	NN	0	root	eat_2	B
536	4	for	for	ADP	IN	5	case	for_3	O
536	5	NYC	NYC	PROPN	NNP	3	nmod	NYC_4	O
536	6	,	,	PUNCT	,	10	punct	,_5	O
536	7	but	but	CCONJ	CC	10	cc	but_6	O
536	8	not	not	ADV	RB	10	advmod	not_7	O
536	9	for	for	ADP	IN	10	case	for_8	O
536	10	dosa	dosa	NOUN	NN	3	conj	dosa_9	B
536	11	.	.	PUNCT	.	3	punct	._10	O
537	1	The	the	DET	DT	2	det	the_0	O
537	2	atmosphere	atmosphere	NOUN	NN	4	nsubj	atmosphere_1	B
537	3	is	be	AUX	VBZ	4	cop	be_2	O
537	4	noisy	noisy	ADJ	JJ	0	root	noisy_3	O
537	5	and	and	CCONJ	CC	10	cc	and_4	O
537	6	the	the	DET	DT	7	det	the_5	O
537	7	waiters	waiter	NOUN	NNS	10	nsubj	waiter_6	B
537	8	are	be	AUX	VBP	10	aux	be_7	O
537	9	literally	literally	ADV	RB	10	advmod	literally_8	O
537	10	walking	walk	VERB	VBG	4	conj	walk_9	O
537	11	around	around	SCONJ	IN	12	mark	around_10	O
537	12	doing	do	VERB	VBG	10	advcl	do_11	O
537	13	things	thing	NOUN	NNS	12	obj	thing_12	O
537	14	as	as	ADV	RB	15	advmod	as_13	O
537	15	fast	fast	ADV	RB	12	advmod	fast_14	O
537	16	as	as	SCONJ	IN	18	mark	as_15	O
537	17	they	they	PRON	PRP	18	nsubj	they_16	O
537	18	can	can	AUX	MD	14	advcl	can_17	O
537	19	.	.	PUNCT	.	4	punct	._18	O
538	1	The	the	DET	DT	2	det	the_0	O
538	2	seafood	seafood	NOUN	NN	4	nsubj	seafood_1	B
538	3	is	be	AUX	VBZ	4	cop	be_2	O
538	4	amazing	amazing	ADJ	JJ	0	root	amazing_3	O
538	5	,	,	PUNCT	,	4	punct	,_4	O
538	6	there	there	PRON	EX	7	expl	there_5	O
538	7	's	be	VERB	VBZ	4	parataxis	be_6	O
538	8	a	a	DET	DT	11	det	a_7	O
538	9	good	good	ADJ	JJ	11	amod	good_8	O
538	10	wine	wine	NOUN	NN	11	compound	wine_9	B
538	11	list	list	NOUN	NN	7	nsubj	list_10	I
538	12	,	,	PUNCT	,	20	punct	,_11	O
538	13	and	and	CCONJ	CC	20	cc	and_12	O
538	14	the	the	DET	DT	18	det	the_13	O
538	15	ever	ever	ADV	RB	17	compound	ever_14	O
538	16	-	-	PUNCT	HYPH	17	punct	-_15	O
538	17	changing	changing	NOUN	NN	18	compound	changing_16	O
538	18	menu	menu	NOUN	NN	20	nsubj	menu_17	B
538	19	always	always	ADV	RB	20	advmod	always_18	O
538	20	offers	offer	VERB	VBZ	4	conj	offer_19	O
538	21	some	some	DET	DT	23	det	some_20	O
538	22	great	great	ADJ	JJ	23	amod	great_21	O
538	23	surprises	surprise	NOUN	NNS	20	obj	surprise_22	O
538	24	.	.	PUNCT	.	4	punct	._23	O
539	1	i	i	PRON	PRP	5	nsubj	i_0	O
539	2	do	do	AUX	VBP	5	aux	do_1	O
539	3	n't	not	PART	RB	5	advmod	not_2	O
539	4	usually	usually	ADV	RB	5	advmod	usually_3	O
539	5	order	order	VERB	VB	0	root	order_4	O
539	6	wine	wine	NOUN	NN	5	obj	wine_5	B
539	7	with	with	ADP	IN	8	case	with_6	O
539	8	indian	indian	ADJ	JJ	5	obl	indian_7	B
539	9	so	so	ADV	RB	13	advmod	so_8	O
539	10	i	i	PRON	PRP	13	nsubj	i_9	O
539	11	ca	can	AUX	MD	13	aux	can_10	O
539	12	n't	not	PART	RB	13	advmod	not_11	O
539	13	comment	comment	VERB	VB	5	conj	comment_12	O
539	14	on	on	ADP	IN	17	case	on_13	O
539	15	their	they	PRON	PRP$	17	nmod:poss	they_14	O
539	16	wine	wine	NOUN	NN	17	compound	wine_15	B
539	17	list	list	NOUN	NN	13	obl	list_16	I
539	18	or	or	CCONJ	CC	20	cc	or_17	O
539	19	their	they	PRON	PRP$	20	nmod:poss	they_18	O
539	20	wines	wine	NOUN	NNS	17	conj	wine_19	B
539	21	.	.	PUNCT	.	5	punct	._20	O
540	1	Pastrami	pastrami	NOUN	NN	4	compound	pastrami_0	B
540	2	or	or	CCONJ	CC	3	cc	or_1	I
540	3	corned	corned	NOUN	NN	1	conj	corned_2	I
540	4	beef	beef	NOUN	NN	6	nsubj	beef_3	I
540	5	are	be	AUX	VBP	6	cop	be_4	O
540	6	juicy	juicy	ADJ	JJ	0	root	juicy_5	O
540	7	and	and	CCONJ	CC	8	cc	and_6	O
540	8	piled	pile	VERB	VBN	6	conj	pile_7	O
540	9	high	high	ADV	RB	8	advmod	high_8	O
540	10	(	(	PUNCT	-LRB-	11	punct	(_9	O
540	11	ask	ask	VERB	VB	6	parataxis	ask_10	O
540	12	for	for	ADP	IN	15	case	for_11	O
540	13	extra	extra	ADJ	JJ	15	amod	extra_12	O
540	14	rye	rye	NOUN	NN	15	compound	rye_13	B
540	15	bread	bread	NOUN	NN	11	obl	bread_14	I
540	16	)	)	PUNCT	-RRB-	11	punct	)_15	O
540	17	.	.	PUNCT	.	6	punct	._16	O
541	1	(	(	PUNCT	-LRB-	2	punct	(_0	O
541	2	$	$	SYM	$	0	root	$_1	O
541	3	200	200	NUM	CD	2	nummod	200_2	O
541	4	for	for	ADP	IN	6	case	for_3	O
541	5	2	2	NUM	CD	6	nummod	2_4	O
541	6	glasses	glass	NOUN	NNS	2	nmod	glass_5	B
541	7	of	of	ADP	IN	8	case	of_6	I
541	8	champagne	champagne	NOUN	NN	6	nmod	champagne_7	I
541	9	,	,	PUNCT	,	13	punct	,_8	O
541	10	not	not	ADV	RB	12	advmod	not_9	O
541	11	too	too	ADV	RB	12	advmod	too_10	O
541	12	expensive	expensive	ADJ	JJ	13	amod	expensive_11	O
541	13	bottle	bottle	NOUN	NN	2	appos	bottle_12	B
541	14	of	of	ADP	IN	15	case	of_13	I
541	15	wine	wine	NOUN	NN	13	nmod	wine_14	I
541	16	and	and	CCONJ	CC	20	cc	and_15	O
541	17	2	2	NUM	CD	20	nummod	2_16	O
541	18	after	after	ADP	IN	20	case	after_17	B
541	19	dinner	dinner	NOUN	NN	20	compound	dinner_18	I
541	20	drinks	drink	NOUN	NNS	13	nmod	drink_19	I
541	21	)	)	PUNCT	-RRB-	2	punct	)_20	O
541	22	.	.	PUNCT	.	2	punct	._21	O
542	1	Really	really	ADV	RB	2	advmod	really_0	O
542	2	though	though	ADV	RB	4	advmod	though_1	O
542	3	,	,	PUNCT	,	4	punct	,_2	O
542	4	where	where	ADV	WRB	0	root	where_3	O
542	5	's	be	AUX	VBZ	4	cop	be_4	O
542	6	the	the	DET	DT	7	det	the_5	O
542	7	seasoning	seasoning	NOUN	NN	4	nsubj	seasoning_6	B
542	8	?	?	PUNCT	.	4	punct	?_7	O
543	1	The	the	DET	DT	2	det	the_0	O
543	2	food	food	NOUN	NN	5	nsubj	food_1	B
543	3	was	be	AUX	VBD	5	cop	be_2	O
543	4	just	just	ADV	RB	5	advmod	just_3	O
543	5	OK	ok	ADJ	JJ	0	root	ok_4	O
543	6	,	,	PUNCT	,	5	punct	,_5	O
543	7	at	at	ADV	RB	13	advmod	at_6	O
543	8	least	least	ADV	RBS	7	fixed	least_7	O
543	9	for	for	SCONJ	IN	13	mark	for_8	O
543	10	what	what	DET	WDT	11	det	what_9	O
543	11	food	food	NOUN	NN	13	nsubj	food_10	B
543	12	was	be	AUX	VBD	13	cop	be_11	O
543	13	available	available	ADJ	JJ	5	advcl	available_12	O
543	14	.	.	PUNCT	.	5	punct	._13	O
544	1	by	by	ADP	IN	3	case	by_0	O
544	2	dinner	dinner	NOUN	NN	3	compound	dinner_1	O
544	3	time	time	NOUN	NN	6	obl	time_2	O
544	4	,	,	PUNCT	,	6	punct	,_3	O
544	5	they	they	PRON	PRP	6	nsubj	they_4	O
544	6	turn	turn	VERB	VBP	0	root	turn_5	O
544	7	it	it	PRON	PRP	6	obj	it_6	O
544	8	around	around	ADV	RB	6	advmod	around_7	O
544	9	and	and	CCONJ	CC	10	cc	and_8	O
544	10	mount	mount	VERB	VBP	6	conj	mount_9	O
544	11	a	a	DET	DT	13	det	a_10	O
544	12	huge	huge	ADJ	JJ	13	amod	huge_11	O
544	13	comeback	comeback	NOUN	NN	10	obj	comeback_12	O
544	14	!!	!!	PUNCT	.	6	punct	!!_13	O
545	1	The	the	DET	DT	2	det	the_0	O
545	2	waitress	waitress	NOUN	NN	5	nsubj	waitress_1	B
545	3	was	be	AUX	VBD	5	cop	be_2	O
545	4	very	very	ADV	RB	5	advmod	very_3	O
545	5	patient	patient	ADJ	JJ	0	root	patient_4	O
545	6	with	with	ADP	IN	7	case	with_5	O
545	7	us	we	PRON	PRP	5	obl	we_6	O
545	8	and	and	CCONJ	CC	12	cc	and_7	O
545	9	the	the	DET	DT	10	det	the_8	O
545	10	food	food	NOUN	NN	12	nsubj	food_9	B
545	11	is	be	AUX	VBZ	12	cop	be_10	O
545	12	phenomenal	phenomenal	ADJ	JJ	5	conj	phenomenal_11	O
545	13	!	!	PUNCT	.	5	punct	!_12	O
546	1	The	the	DET	DT	2	det	the_0	O
546	2	ambience	ambience	NOUN	NN	4	nsubj	ambience_1	B
546	3	was	be	AUX	VBD	4	cop	be_2	O
546	4	nice	nice	ADJ	JJ	0	root	nice_3	O
546	5	,	,	PUNCT	,	11	punct	,_4	O
546	6	but	but	CCONJ	CC	11	cc	but_5	O
546	7	service	service	NOUN	NN	11	nsubj	service_6	B
546	8	was	be	AUX	VBD	11	cop	be_7	O
546	9	n't	not	PART	RB	11	advmod	not_8	O
546	10	so	so	ADV	RB	11	advmod	so_9	O
546	11	great	great	ADJ	JJ	4	conj	great_10	O
546	12	.	.	PUNCT	.	4	punct	._11	O
547	1	Solid	solid	ADJ	JJ	3	amod	solid_0	O
547	2	wine	wine	NOUN	NN	3	compound	wine_1	B
547	3	list	list	NOUN	NN	0	root	list_2	I
547	4	,	,	PUNCT	,	6	punct	,_3	O
547	5	knowledgeable	knowledgeable	ADJ	JJ	6	amod	knowledgeable_4	O
547	6	staff	staff	NOUN	NN	3	conj	staff_5	B
547	7	,	,	PUNCT	,	9	punct	,_6	O
547	8	friendly	friendly	ADJ	JJ	9	amod	friendly_7	O
547	9	owners	owner	NOUN	NNS	3	conj	owner_8	B
547	10	and	and	CCONJ	CC	17	cc	and_9	O
547	11	an	a	DET	DT	17	det	a_10	O
547	12	adventurous	adventurous	ADJ	JJ	17	amod	adventurous_11	O
547	13	,	,	PUNCT	,	17	punct	,_12	O
547	14	ever	ever	ADV	RB	16	advmod	ever_13	O
547	15	-	-	PUNCT	HYPH	16	punct	-_14	O
547	16	changing	changing	NOUN	NN	17	compound	changing_15	O
547	17	menu	menu	NOUN	NN	3	conj	menu_16	B
547	18	keep	keep	VERB	VBP	3	conj	keep_17	O
547	19	us	we	PRON	PRP	18	obj	we_18	O
547	20	coming	come	VERB	VBG	18	xcomp	come_19	O
547	21	back	back	ADV	RB	20	advmod	back_20	O
547	22	.	.	PUNCT	.	18	punct	._21	O
548	1	The	the	DET	DT	2	det	the_0	O
548	2	people	people	NOUN	NNS	6	nsubj	people_1	B
548	3	that	that	PRON	WDT	4	nsubj	that_2	O
548	4	work	work	VERB	VBP	2	acl:relcl	work_3	O
548	5	there	there	PRON	EX	6	expl	there_4	O
548	6	are	be	VERB	VBP	0	root	be_5	O
548	7	always	always	ADV	RB	6	advmod	always_6	O
548	8	so	so	ADV	RB	9	advmod	so_7	O
548	9	friendly	friendly	ADJ	JJ	6	nsubj	friendly_8	O
548	10	you	you	PRON	PRP	11	nsubj	you_9	O
548	11	forget	forget	VERB	VBP	9	acl:relcl	forget_10	O
548	12	you	you	PRON	PRP	16	nsubj	you_11	O
548	13	are	be	AUX	VBP	16	cop	be_12	O
548	14	in	in	ADP	IN	16	case	in_13	O
548	15	New	New	PROPN	NNP	16	compound	New_14	O
548	16	York	York	PROPN	NNP	11	ccomp	York_15	O
548	17	sometimes	sometimes	ADV	RB	16	advmod	sometimes_16	O
548	18	.	.	PUNCT	.	6	punct	._17	O
549	1	We	we	PRON	PRP	5	nsubj	we_0	O
549	2	did	do	AUX	VBD	5	aux	do_1	O
549	3	n't	not	PART	RB	5	advmod	not_2	O
549	4	even	even	ADV	RB	5	advmod	even_3	O
549	5	see	see	VERB	VB	0	root	see_4	O
549	6	a	a	DET	DT	7	det	a_5	O
549	7	menu	menu	NOUN	NN	5	obj	menu_6	B
549	8	,	,	PUNCT	,	5	punct	,_7	O
549	9	as	as	SCONJ	IN	12	mark	as_8	O
549	10	our	we	PRON	PRP$	11	nmod:poss	we_9	O
549	11	waiter	waiter	NOUN	NN	12	nsubj	waiter_10	B
549	12	described	describe	VERB	VBD	5	advcl	describe_11	O
549	13	both	both	CCONJ	CC	15	cc:preconj	both_12	O
549	14	the	the	DET	DT	15	det	the_13	O
549	15	specials	special	NOUN	NNS	12	obj	special_14	B
549	16	and	and	CCONJ	CC	19	cc	and_15	O
549	17	the	the	DET	DT	19	det	the_16	O
549	18	main	main	ADJ	JJ	19	amod	main_17	B
549	19	dishes	dish	NOUN	NNS	15	conj	dish_18	I
549	20	.	.	PUNCT	.	5	punct	._19	O
550	1	The	the	DET	DT	2	det	the_0	O
550	2	location	location	NOUN	NN	6	nsubj	location_1	B
550	3	and	and	CCONJ	CC	4	cc	and_2	O
550	4	ambience	ambience	NOUN	NN	2	conj	ambience_3	B
550	5	is	be	AUX	VBZ	6	cop	be_4	O
550	6	Ok	ok	ADJ	JJ	0	root	ok_5	O
550	7	but	but	CCONJ	CC	11	cc	but_6	O
550	8	the	the	DET	DT	9	det	the_7	O
550	9	food	food	NOUN	NN	11	nsubj	food_8	B
550	10	is	be	AUX	VBZ	11	cop	be_9	O
550	11	what	what	PRON	WP	6	conj	what_10	O
550	12	makes	make	VERB	VBZ	11	acl:relcl	make_11	O
550	13	up	up	ADP	RP	12	compound:prt	up_12	O
550	14	for	for	ADP	IN	15	case	for_13	O
550	15	it	it	PRON	PRP	12	obl	it_14	O
550	16	.	.	PUNCT	.	6	punct	._15	O
551	1	otherwise	otherwise	ADV	RB	4	advmod	otherwise_0	O
551	2	,	,	PUNCT	,	4	punct	,_1	O
551	3	good	good	ADJ	JJ	4	amod	good_2	O
551	4	stuff	stuff	NOUN	NN	0	root	stuff_3	B
551	5	for	for	ADP	IN	8	case	for_4	O
551	6	late	late	ADJ	JJ	8	amod	late_5	O
551	7	nite	nite	NOUN	NN	8	compound	nite_6	O
551	8	eats	eat	NOUN	NNS	4	nmod	eat_7	B
551	9	.	.	PUNCT	.	4	punct	._8	O
552	1	The	the	DET	DT	2	det	the_0	O
552	2	dinner	dinner	NOUN	NN	4	nsubj	dinner_1	B
552	3	was	be	AUX	VBD	4	cop	be_2	O
552	4	ok	ok	ADJ	JJ	0	root	ok_3	O
552	5	,	,	PUNCT	,	4	punct	,_4	O
552	6	nothing	nothing	PRON	NN	4	parataxis	nothing_5	O
552	7	I	I	PRON	PRP	9	nsubj	I_6	O
552	8	would	would	AUX	MD	9	aux	would_7	O
552	9	have	have	VERB	VB	6	acl:relcl	have_8	O
552	10	again	again	ADV	RB	9	advmod	again_9	O
552	11	.	.	PUNCT	.	4	punct	._10	O
553	1	It	it	PRON	PRP	3	nsubj	it_0	O
553	2	is	be	AUX	VBZ	3	cop	be_1	O
553	3	thick	thick	ADJ	JJ	0	root	thick_2	O
553	4	and	and	CCONJ	CC	6	cc	and_3	O
553	5	slightly	slightly	ADV	RB	6	advmod	slightly_4	O
553	6	soggy	soggy	ADJ	JJ	3	conj	soggy_5	O
553	7	.	.	PUNCT	.	3	punct	._6	O
554	1	It	it	PRON	PRP	5	nsubj	it_0	O
554	2	s	be	AUX	VBZ	5	cop	be_1	O
554	3	not	not	PART	RB	5	advmod	not_2	O
554	4	the	the	DET	DT	5	det	the_3	O
554	5	same	same	ADJ	JJ	0	root	same_4	O
554	6	if	if	SCONJ	IN	8	mark	if_5	O
554	7	you	you	PRON	PRP	8	nsubj	you_6	O
554	8	have	have	VERB	VBP	5	advcl	have_7	O
554	9	to	to	PART	TO	10	mark	to_8	O
554	10	sit	sit	VERB	VB	8	xcomp	sit_9	O
